id,average_diameter,overall_depth,overall_height,overall_width,soma_surface,total_length,total_surface,total_volume
491770945,0.302251426,132.5878,563.9317204,299.6880358,409.2585052,3173.970203,3018.23323,241.8567535
491771001,0.264675535,100.2408,500.8685915,225.4512522,132.4292875,2946.858866,2452.561502,173.2629633
491771068,0.295131105,137.76,446.7925636,223.7508536,242.8638961,3582.61312,3324.415555,247.2642177
491771124,0.351493129,110.5854,391.6089805,249.6920559,154.1235795,1903.19311,2101.966697,201.0894538
491771137,0.337597355,148.96,395.9876532,358.1420178,484.2179324,4321.339512,4582.539828,421.0896967
491771181,0.225484725,175.299,500.0085892,169.8551324,151.6128798,2649.442158,1891.341263,114.9683578
491771193,0.107404196,167.72,691.1473479,269.5731067,49.72378957,6519.421517,2195.925383,58.6881031
491771204,0.279901711,60.7544,273.3181068,362.6038622,181.6870562,1507.475544,1330.925153,97.94002881
491771227,0.415392338,68.6938,660.3628669,208.9323858,261.9358239,2416.355068,3170.403765,375.5899372
491771290,0.329413276,59.8139,518.3531817,451.5351788,197.4854973,4699.195971,4874.63083,449.8961223
491771306,0.263700926,52.6257,409.0977109,274.370106,244.1865933,1696.631743,1408.369864,97.50550896
491771326,0.090941983,96.8584,554.2160034,155.3824633,30.75381191,2695.682933,769.3979994,16.33396945
491771354,0.324342058,137.2,569.3085081,301.5132479,318.1765628,3316.970731,3368.496143,294.3064603
491771387,0.160246784,57.68,330.8077038,385.8462726,78.74689984,2224.234529,1128.53582,48.16887308
492100832,0.32719751,61.1131,359.8649161,287.8955065,207.7604068,2364.433125,2436.675876,218.5080116
492100936,0.200111986,169.2378,602.0372805,331.2137026,210.7630338,3955.438684,2491.813769,129.4860282
492100960,0.324303355,63.4265,376.1669905,275.1455383,548.7629807,1732.437161,1767.616475,152.6106057
492413487,0.267422796,54.0229,262.5738752,211.8627608,169.7406699,1233.23069,1038.616097,71.65696605
492413642,0.287938519,106.68,306.280428,343.3292403,149.7061461,3506.252454,3185.221537,240.3837392
492413653,0.247356279,124.2169,469.1872418,291.5321476,96.13458824,3195.903247,2485.652215,174.7556519
495334973,0.184423926,120.0939,382.9161153,236.1476362,167.2469068,2244.810551,1296.753967,66.65857888
495335232,0.355177236,102.76,330.1242533,394.7343368,681.2117992,3530.773995,3958.751568,379.8713697
495335458,0.351489681,119.884,661.5677811,282.5136319,757.1490159,4369.050037,4815.884601,467.8921525
495335480,0.360214311,100.52,281.6977033,207.4059449,451.9745938,1745.68207,1983.639409,188.802895
495335491,0.276129407,104.5262,608.4825192,307.9379825,599.6597277,4890.074654,4223.216907,311.8241995
495337195,0.166735468,64.176,415.6769823,233.4116672,31.53218741,2384.468708,1249.84025,57.29926112
495889701,0.355086914,97.0178,326.8807471,147.9420461,268.0015972,1958.562393,2188.064195,206.2254292
496001028,0.056602412,179.1658,725.3428802,377.7843311,6.1216393,6193.001083,1099.804231,17.42812897
496001083,0.34088711,95.5928,455.2396605,190.8361651,84.63999729,1965.848858,2110.155082,198.1148353
496001094,0.475826098,155.3989,728.1680624,255.1158767,711.3114461,4238.08547,6366.097079,886.7486601
496079506,0.287637564,71.6238,387.9360074,245.043539,378.5589929,2154.417929,1951.639649,148.7135592
496085260,0.337574914,114.4626,770.8860062,218.0009116,306.64582,2329.085219,2472.573757,240.4996455
496085283,0.357851773,45.9634,477.8278188,239.8834509,221.6171348,2227.87202,2502.682382,250.3053134
496121314,0.32121449,85.6358,458.3869908,230.0729725,405.1107569,2336.712199,2357.809836,199.1556291
496123859,0.121843335,167.4033,646.7596799,408.689663,25.95544005,4543.718538,1753.074381,57.07308344
496123870,0.457694669,117.2203,582.4863156,311.1769537,301.2396644,2436.745137,3499.087455,482.0857563
496123885,0.328689589,52.3426,249.6183121,178.4889567,340.6631597,1105.369583,1142.651099,97.26873665
496123897,0.365952267,157.1777,789.5940965,371.6876369,308.8060897,6747.574287,7773.028666,814.8200576
496163999,0.306407884,59.8797,364.5489403,214.9996303,395.6360904,1503.209656,1450.226739,119.6556644
496253700,0.437940093,52.5277,559.1141518,200.2980564,294.8656961,2227.364479,3075.382447,380.6542596
500912289,0.291340126,43.4,341.5854479,361.2695993,244.3688074,2588.548214,2385.545154,197.0795618
500919203,0.323041854,48.4529,292.0014831,224.0636074,328.3083348,2313.541473,2344.272968,202.4532362
500961658,0.573000341,40.6165,426.2436941,402.0301779,566.9391865,2215.798896,4006.536983,659.137642
501146939,0.650243795,103.8509,579.5054738,354.0681852,474.7189132,4229.43626,8664.612991,1602.936009
501934125,0.464887131,56.3931,383.2607616,327.1503827,361.1185585,2644.878347,3883.699514,512.8350427
505203940,0.294941674,140.7359,755.4602187,291.2646252,80.37192657,3649.547811,3382.771655,275.3429809
505206420,0.380090572,95.4626,552.2493222,304.266554,317.7278119,4357.583287,5218.799538,568.1663725
508278663,0.422868215,102.205,849.1108385,211.509446,209.9168675,3803.263834,5054.405104,618.5200775
508278685,0.333746909,56.1756,331.0441004,292.3863267,354.1455919,2151.168553,2258.046953,219.7247221
508278755,0.398383996,113.5817,431.6952494,285.666406,235.797969,3006.364718,3748.792341,442.7421992
508278915,0.208585792,82.7431,346.2066307,312.0057501,64.89878205,3098.300973,2032.799637,120.6953305
508278933,0.515100673,69.3683,556.810194,254.1975071,320.7795917,3314.489838,5365.724413,793.7334905
508279002,0.317526765,84.6572,471.6603999,331.7182897,128.8731438,2620.286267,2618.559731,244.499627
510121190,0.538379409,70.7669,508.302102,238.8388557,751.5588714,3265.323287,5537.454539,857.0569319
510987644,0.25835031,162.8581,717.80079,346.6818038,130.2741446,4892.387252,3975.574939,308.2501268
510988665,0.433856594,72.8,518.6070333,260.2534807,281.1685168,2636.344418,3593.089147,457.7705866
510989433,0.410876936,77.56,574.2360439,345.0696115,179.6653952,3658.13026,4729.368561,568.8596452
513557613,0.185020847,74.382,374.2418068,282.804724,36.96011368,2391.503989,1387.242186,71.34887525
514342367,0.397916115,127.2477,529.3752382,334.9168113,220.312769,4138.750387,5166.900036,574.3514726
514342418,0.481141399,112.8551,600.2839462,317.0398814,536.2000158,3661.152627,5513.240948,826.9339553
514342445,0.346430261,56.1708,414.0047634,223.9232331,145.2374963,2359.658933,2564.877033,247.7011147
514351601,0.221544929,34.16,385.0172839,274.8044015,89.78629526,2821.386188,1960.61234,125.2440875
519261845,0.534195628,63.84,596.539834,430.3412699,359.235921,5370.460301,9011.258526,1386.217693
519262717,0.341400343,94.5748,551.6229656,286.1770687,87.53806144,3711.719547,3997.065874,382.9274445
519263589,0.585623089,59.2598,555.3087331,272.0124995,316.7303295,2550.428167,4690.111065,763.1757218
527108048,0.412721216,124.5504,726.3079571,448.9470118,495.9187096,6528.466382,8490.279934,1008.96642
527109145,0.427974519,91.7168,804.5960181,336.047412,530.0750433,5490.236349,7421.796629,929.7314742
527110368,0.450929149,111.7015,471.2942869,450.7643397,371.4910837,2918.530377,4148.95958,568.2671768
537041922,0.09042085,119,248.9691335,282.1455266,10.29199165,3861.83575,1094.183498,24.28766251
537042147,0.421504287,156.2025,770.7498797,424.4608641,546.7659133,5596.751241,7410.514812,953.7548807
537047495,0.44069449,170.9389,776.7982284,181.2905738,617.8749406,2700.214335,3722.742503,489.7555871
538906639,0.438441436,146.655,452.40551,383.4133555,254.0171782,2982.415919,4109.038409,512.4274282
538906745,0.424750407,126.5846,715.4818589,585.6912517,590.2005072,9206.329867,12207.61391,1505.23205
541533044,0.48312709,147.2313,479.2638184,539.5451051,288.8206535,3833.96294,5790.693141,859.5234697
543103584,0.329070298,84.56,304.7484274,356.7718731,284.6994974,4441.338965,4599.187289,446.667452
544901580,0.360908508,152.6196,767.3161395,492.9728307,865.1402653,13009.68321,14664.74469,1505.741958
545583709,0.090455496,115.64,368.2446116,378.5539804,23.05139652,3414.072278,966.8470886,23.87592075
546778526,0.359864519,111.6579,800.6300354,200.7256785,107.1950443,3757.711871,4253.435349,442.678334
546778702,0.418086065,70.2119,628.7686797,347.1970047,220.30427,3745.837638,4927.167993,626.8262803
546779006,0.376801674,83.573,953.6864396,220.4832794,144.3816788,3750.60925,4493.232626,472.9379719
546786071,0.265312719,84.5384,448.6496248,281.2702188,88.67222249,1781.632036,1487.906968,115.4478843
546786289,0.397723199,47.4715,255.1624248,268.6173653,174.4571242,2344.684753,2951.241409,346.9967629
546790847,0.81330703,149.4016,1725.447884,494.9977448,811.6713266,7284.819454,18722.54975,6151.897747
553511048,0.390586972,62.44,761.2877809,214.4833215,178.4632291,2957.27026,3638.42321,437.5161785
554475023,0.681475951,86.2122,795.5062289,207.9900288,554.013886,3269.355548,7055.616723,1338.39356
554475593,0.347721272,183.96,691.1973467,400.3795597,222.9415425,5838.108495,6376.305646,669.3753972
556380210,0.537390367,81.114,423.3519127,228.6921398,825.8442907,3401.133996,5768.030213,857.4181511
556384323,0.243099084,93.24,144.7390382,240.7967244,51.49343518,2148.380228,1645.638196,98.3074755
557649847,0.207772578,95.48,547.9652983,314.7594371,251.3479042,2776.138511,1811.631337,108.5071457
562185962,0.468009636,74.405,122.1390254,263.9978793,210.2782816,2027.856065,2982.45732,396.5761374
563181391,0.1935817,125.6142,847.5141926,827.7522389,87.7420307,3557.566685,2162.400003,105.2647696
563818907,0.406562681,143.2707,1034.929224,571.7820767,390.5762661,10343.74781,13194.90857,1485.408789
563819177,0.339322292,55.9552,142.921852,166.4631697,152.5778496,1361.796747,1451.734705,121.9444199
566350592,0.520692439,127.4544,1240.259298,446.1204832,543.9991026,9742.276633,15952.89009,2277.723849
566351095,0.52826262,136.5398,367.6579462,502.6588957,441.5435719,3737.781145,6218.317714,854.1416677
569314921,0.165568487,60.6024,259.8941484,245.6966201,55.71151561,2083.437824,1083.602816,44.01881539
570679763,0.669826075,163.52,707.6085706,398.5766033,686.3889671,6084.742552,13546.47491,3125.882983
570681325,0.367535591,79.3374,358.4722211,268.9916727,275.1633504,2093.057234,2414.497608,223.8090131
570682084,0.053899129,75.4779,217.2064011,241.468354,2.895610285,2376.37717,402.242787,4.309842185
571972129,0.581387375,176.12,640.9216898,471.5793606,661.1666403,7893.852081,14414.69225,2383.674801
572837189,0.572115846,163.5144,1154.006176,482.3347883,836.4020702,14378.13745,25748.89844,4154.263073
572837209,0.266124663,53.2784,159.6282261,149.3120718,111.5131156,1750.889026,1471.007686,96.91465866
580260009,0.444784123,77.971,595.9601714,298.2792633,412.6300252,2310.956909,3225.087781,362.2892311
580260086,0.460597148,54.9455,188.6894661,240.5584758,251.2871612,1705.091797,2469.374206,288.6537368
580260152,0.37133715,110.04,512.7476206,444.9387199,164.26917,2442.323621,2846.071625,269.8838116
580260267,0.632107308,93.7812,262.3383132,346.3051257,334.1214644,2474.045173,4917.726898,821.3202485
580260666,0.582929272,69.5845,474.9070051,298.5382919,467.9035925,3133.62687,5744.14277,878.3395574
582653993,0.488197574,71.96,178.7255641,257.62342,304.2274505,2082.563589,3192.010815,399.2773576
585893391,0.503213627,171.0772,768.9309811,425.9438424,176.3275321,5862.976624,9572.875426,1425.67863
587405140,0.643431955,60.3019,295.5858476,177.069352,446.1816129,1898.964752,3849.878219,647.3800203
587405549,0.404188744,140.8111,344.6067643,498.4143147,218.1198649,3516.969463,4577.621695,502.7969231
587407335,0.37217391,65.1039,208.6062998,159.1687876,532.0072909,3358.641089,3931.358127,366.2422363
591274394,0.675938208,106.12,1237.713409,424.8984483,333.7806703,5278.490619,11316.8742,2104.695844
591275762,0.609142979,71.2891,450.0055074,276.7948756,359.6606758,3232.971331,6182.628143,963.1885297
591276216,0.348057027,75.8489,413.2049809,206.3605396,143.134463,2439.330863,2669.549038,231.2179231
591276334,0.509668258,67.0566,245.8750901,241.0668598,368.8256073,3362.21304,5388.530412,703.9429552
591276550,0.341775537,46.6584,199.0612409,180.7671013,150.9108959,1133.421436,1218.136693,104.3673838
595950371,0.758657149,125.4011,1196.463283,591.8278947,996.281356,7815.134891,18599.15228,4073.888862
596792557,0.594392911,129.8004,1054.952674,434.0080552,406.2419769,3669.801866,6851.253768,1080.03768
596792650,0.216383844,57.2006,435.5354752,332.9485447,76.60426432,3488.103438,2371.871389,129.9858401
596792784,0.34992002,61.9624,364.4825161,231.6789052,148.866592,2684.353106,2951.695819,257.9016589
596792857,0.264668214,76.9115,451.8869823,360.7706356,148.4792943,3087.642165,2565.949119,169.5728627
596793095,0.509852606,66.7777,646.0265644,345.8060768,371.7945742,4270.342838,6839.254326,913.1301616
596793163,0.549264669,68.0321,470.9162121,305.7114441,476.1115556,3403.778314,5879.729429,827.6084904
596793240,0.542904783,113.12,427.5175994,365.1478249,370.5400957,3102.640204,5283.491011,790.9968034
596799462,0.459829388,136.023,398.9051708,523.0014833,274.7212665,4131.730058,5984.297458,693.2437743
596799483,0.471743809,36.54,218.4295693,119.1670542,320.6449627,792.0372572,1189.946613,152.0107682
599474134,0.289548541,106.0998,256.0257157,374.6039961,77.93606195,2977.161146,2703.13488,204.1151769
599474317,0.736788052,124.6061,1023.82038,569.4009463,1038.624012,15558.76034,37182.2841,8482.061401
601947803,0.714590609,66.64,309.0592959,205.900761,574.6226005,2230.519016,5021.423986,978.3361695
601947954,0.791511802,95.76,255.1292618,194.5568467,477.8701813,3150.369064,7840.911981,1608.927673
603514429,0.53089962,109.7407,749.2882541,540.0436299,711.0876166,4267.524748,7115.998788,979.0732947
603514449,0.420716021,127.7161,484.5182033,488.7282939,277.7651333,2090.357909,2814.734812,334.9291073
604147043,0.550346702,119.8297,400.833557,384.3846555,313.8911238,3491.34524,6036.338389,841.2377454
605485535,0.872936161,98.28,331.9399317,335.3542962,180.3474706,2449.68301,6707.384245,1512.185852
605485782,0.615194882,104.706,507.360661,215.0747209,346.8841645,2395.825756,4663.561463,762.9048506
605859502,0.229116753,62.3129,617.4211317,220.6120214,89.29645293,3010.472348,2169.04409,124.4990061
605871878,0.635876888,133.56,274.7193511,484.6772862,428.2680002,2062.12339,4125.098931,726.7439774
606347939,0.297984326,66.8089,339.4190037,362.9045268,83.88207729,2293.892095,2147.031188,167.8519069
606347981,0.554459966,119.1192,333.1882013,244.0568986,488.7946035,2009.333865,3501.66119,520.4815764
608104611,0.390537935,74.3968,119.5242366,269.6954341,308.7305561,1745.330387,2140.470959,208.4885653
608105841,0.454294911,60.75,430.9205465,178.3356967,294.4415828,2243.544657,3201.767269,366.3890741
610882075,0.567060104,82.2679,284.1623157,330.4444418,579.8635446,4044.135202,7199.445845,1030.75589
610882113,0.544934866,90.9616,502.8915853,304.8179717,246.1111103,2403.067846,4251.145192,719.3499627
610885676,0.394023932,73.5851,545.8333624,223.6338667,267.4452034,3231.486432,4001.495919,409.109021
610885831,0.453338224,111.6816,570.1971559,228.4165575,174.1981764,2556.361354,3637.476807,426.0941876
610885974,0.457377796,117.5672,541.9395389,244.3331572,167.7725418,3315.223849,4764.399744,555.8198957
610886034,0.470671698,70.5379,623.8166541,145.0746477,230.8645859,3313.199086,4897.644156,579.4235099
614430437,0.515844199,47.7456,709.7524335,201.9099853,662.8123175,2852.073206,4621.608582,618.7280245
614431110,0.517053178,77.8912,263.1625471,282.4481145,341.2081775,2436.504085,3952.251004,516.5671201
614431995,0.542789039,84.7851,142.4668168,341.7906933,664.6888338,1106.574502,1885.192104,263.7782196
614444566,0.588013423,44.198,637.7288029,256.493865,466.5966364,2953.73332,5473.120309,876.1893866
623320232,0.187570505,64.9729,551.0433244,374.4131977,65.90411118,3462.933474,2037.560137,107.6265039
623439672,0.541767558,45.8268,367.8322465,195.3649573,480.0480405,2496.706732,4249.772989,597.7180107
623853389,0.561728191,103.0207,506.881379,187.3390104,176.0609339,3901.365643,6881.472833,994.6333907
623893374,0.536761955,80.1413,186.9991622,286.1606343,408.9964623,2327.307137,3929.350664,537.5836813
636787957,0.515480573,70.4894,593.632857,237.4533814,169.9660184,4096.160824,6717.463145,1009.106395
636989642,0.380663595,107.2316,250.0526209,217.4270704,114.1194892,2533.42619,3027.082824,292.8280418
638206442,0.488647905,78.6251,266.8517382,201.1362579,286.57967,1652.786767,2536.406416,308.4185586
638976782,0.471641106,80.3144,278.6291064,228.4660367,257.5686383,2141.42423,3172.230823,375.2546418
639341665,0.576755319,67.48,364.0506752,286.834324,464.4302794,2721.309048,4938.223815,750.9702725
639632757,0.76053051,104.1729,453.9175425,249.7094591,624.5765253,2926.151883,7289.402157,1704.4588
639670635,0.546974047,88.9406,613.8199222,178.5248071,265.1936058,3674.487513,6307.165249,905.8847321
646503876,0.624477252,99.5151,299.7415246,396.6181831,379.8608915,1799.735221,3528.116132,570.9540534
646827528,0.526881004,89.88,348.1053552,469.911771,238.6074724,3206.264417,5438.646818,825.5577896
647469819,0.470899133,106.1007,587.2583148,272.7836714,454.7371747,3997.790209,5911.598244,717.228601
647493842,0.491593689,99.5363,279.498294,338.3245998,504.3300203,3654.741194,5635.236068,728.1465171
647730527,0.451012459,75.4846,198.2421034,338.7648275,306.9377137,3161.255684,4477.13099,508.7146298
647838092,0.500666288,70.8243,504.3476863,398.6953461,429.1247525,6502.105672,10233.54348,1317.077614
647860103,0.57972379,138.2004,716.2626271,421.0421993,477.7383333,3964.056968,7223.266317,1084.488626
648087868,0.538943009,72.3744,180.7093957,263.798717,1283.720986,1641.825978,2778.530778,377.5932493
648742933,0.223349734,88.0804,263.0802325,285.8669961,141.7547644,2785.657915,1955.091202,107.8897823
649553736,0.463654547,58.462,165.3419646,233.7454857,245.5147797,1978.643663,2883.720851,336.9580014
649667451,0.600883535,117.2206,759.1096064,440.1201507,937.6940699,4776.460874,9010.883976,1397.167717
650039094,0.544968216,67.7032,167.8172431,160.2836592,347.1443941,2969.645697,5092.574489,729.8255197
650040988,0.604667158,68.2301,204.9367838,322.0022967,388.2207141,2159.511952,4105.862462,629.8607922
650160511,0.401957735,96.7767,849.4703835,363.4692212,134.661062,4063.681614,5142.291477,572.694074
651089035,0.475474739,141.1113,1314.91269,530.3843401,351.0416859,10469.51636,16355.82172,2371.632086
651482864,0.310871396,143.003,497.7367372,304.3777149,164.5125083,4759.253268,4703.802874,396.146997
651752277,0.162868556,102.2605,483.7418608,370.4882911,51.06849793,5316.329996,2712.472272,116.5620547
652075435,0.525492736,106.1846,972.1602228,223.7607572,428.7342681,4248.902167,7058.49562,985.7471578
652076625,0.398981354,66.3322,601.291982,240.5571567,224.3884067,3972.314129,4982.482187,530.7201779
652192441,0.543098935,94.8612,565.0767581,331.7954778,910.2679086,2816.628822,4800.788927,671.9720095
652309510,0.148349342,71.598,726.0559157,241.8104201,21.30101733,3474.618991,1619.445549,58.47918134
652751604,0.492661437,97.1877,698.597233,394.2965194,448.8071718,6266.196859,9699.299422,1241.886267
652836478,0.660522472,104.44,717.0819691,349.4896637,556.2543205,5035.654724,10625.32317,1969.825054
653182186,0.340335036,31.439,341.8289451,407.7142121,178.4198154,2530.306598,2710.985337,258.1588875
653182658,0.480307952,40.9819,263.8952032,350.8334424,438.3406601,2402.931982,3636.755377,492.224651
656411100,0.486808392,63.9901,352.3874864,157.5454195,173.674861,1113.573786,1704.900889,225.7633922
656701163,0.241128577,90.3,492.744927,441.2432838,116.4184073,2648.705957,2007.404867,120.9127627
656999337,0.26378979,44.8101,372.4451421,196.4007896,107.4901901,2651.212,2197.279247,142.5762731
657060422,0.381090011,42.1293,186.4712735,148.0382741,233.5020634,1558.214427,1863.611909,177.0605123
657210762,0.307145226,51.3383,416.7711885,156.1009144,514.9765515,2331.497952,2254.135814,177.2300539
657247778,0.284183717,45.6408,505.7210745,198.0424176,100.0125735,1177.325359,1054.296786,87.90368175
657253247,0.1471917,73.08,257.934585,233.5494274,65.63805159,2650.552408,1225.438694,46.03453608
657256518,0.423615625,60.2975,290.2996459,327.3109023,356.2084991,2263.662661,3040.847997,378.3512517
657270169,0.374638437,72.0393,302.0828901,242.9113567,226.296694,1794.71798,2117.116178,224.0158494
657298379,0.454289975,63.3724,366.0919716,216.9192697,407.348655,2411.834464,3474.101717,456.2673521
658102910,0.473577692,41.0094,143.9145919,151.4292096,286.4928812,1492.134695,2217.467457,262.1623465
661928451,0.354300489,57.5361,445.4152332,227.3918156,230.5445544,2464.420736,2747.773839,261.8560307
661929017,0.299388452,38.036,419.6043316,257.9545885,71.97820659,4075.224996,3883.855323,321.2425915
661929037,0.574540294,104.3862,205.6105879,524.5194273,467.0353526,4814.720328,8746.824277,1413.132509
661930403,0.893632869,81.2,229.9503333,455.0625232,479.7236855,4896.796535,13781.05344,3230.650053
665276721,0.553199006,137.2226,537.0629008,243.4336632,529.1814448,3343.430184,5834.44981,839.7549653
667319659,0.344407752,83.8324,625.6302849,371.0124743,752.5127568,2917.096338,3157.566768,273.8707222
667320016,0.619108428,122.5972,693.108035,616.2195477,492.0229127,8037.001175,15704.51594,2673.361233
667320129,0.490803657,131.3172,1318.117654,434.9343341,366.5469371,5500.698541,8567.244606,1148.283175
667320197,0.615442403,159.0243,987.4627933,521.7109048,1038.384397,10752.51901,21058.12157,3561.25708
667320267,0.584131792,102.9476,779.1988283,414.8665677,569.6252541,9312.766868,17235.75111,2816.489066
667320337,0.617923669,142.7,753.1835447,615.1261482,1230.950604,10222.57292,20168.31741,3518.124819
667320476,0.573912144,84.1315,721.0541146,408.9603431,865.6358171,7640.874006,14073.01157,2360.923499
667327857,0.464679472,81.4629,437.9352599,258.6821628,199.5343688,2686.62361,3947.062564,490.4273678
668474764,0.594699344,114.2854,1572.230976,476.3115431,721.700373,7737.681388,14718.84774,2595.537435
668616935,0.179952174,138.9559,705.0891016,539.0545073,91.46032653,14197.28243,8136.676753,394.7182224
668978900,0.580537926,122.92,1090.156129,641.2988926,692.6876568,15540.25462,28986.54552,5074.956623
669498058,0.464173538,54.7025,474.7487134,484.7973348,844.5173919,2535.699641,3699.390396,487.3129805
669814886,0.533630228,38.8729,756.6135177,247.8845086,389.407012,3926.692412,6583.241053,904.4633947
669918567,0.637141052,117.8963,1161.090104,462.9688313,711.8428197,4580.63751,9152.229771,1613.271744
671465753,0.757991659,115.4927,1296.807983,574.9488293,200.1120743,9145.308474,21813.03555,4362.864076
671531778,0.508674173,88.6404,372.9396559,411.2345829,688.404237,3292.232513,5262.523971,690.0004878
673116803,0.412200558,26.32,267.3442018,143.4212217,463.4415988,1542.069756,2005.798155,220.2617563
673133251,0.374782358,134.3882,445.1299135,592.074546,373.0896527,3191.441461,3785.222606,424.4587146
673280893,0.415612728,54.2461,505.4564812,246.8407982,235.1630369,2749.27433,3603.204873,429.756415
673429655,0.213813982,99.1029,562.9547193,238.0687451,96.58166659,2483.051814,1669.860594,96.16489918
673700971,1.156730105,121.5024,463.7696861,370.9702821,253.1236378,5784.522053,21069.56736,6677.460448
674389884,0.379826112,145.5314,533.3782985,218.0992938,557.6743105,2875.156841,3405.750957,354.1125634
675799126,0.564407097,145.9102,1250.756598,614.9122066,1163.329155,14488.03345,25687.71206,3912.667582
675855243,0.568390705,141.5789,1004.611832,490.8728041,515.8719797,9673.292593,17239.85914,2717.790127
675964893,0.267291665,62.9373,669.6154389,280.6985214,112.5145331,3459.468627,2906.003912,193.4280715
675965554,0.388448041,75.0098,764.0110781,252.7757074,200.9034772,2792.785491,3410.419754,333.9138974
679883747,0.414759859,141.2776,1928.11835,403.3571288,681.1963112,10726.98981,14206.31719,1640.496344
680002212,0.624787282,125.3736,1574.832054,664.5014394,1280.025218,10030.06078,20159.94367,3677.313782
